-12.12873058,-76.99628082
-12.11883409,-77.03524914
-12.04887123,-77.02889395
-12.09841698,-76.97528434
-12.05116252,-77.08501342
-12.0622258,-77.03087798
-12.11536633,-77.02833826
-11.98914236,-77.05772408
-12.08607376,-77.03558112
-12.04971054,-77.02747712
-12.09479971,-77.02561097
-12.10771526,-77.03507388
-12.06821211,-77.01461834
-12.06225477,-77.01773626
-12.04852046,-76.94908596
-12.08072417,-77.02681363
-12.1538586,-76.97336987
-12.05687254,-77.03834677
-11.97685721,-76.92317462
-11.94165222,-76.70063479
-12.0620204,-77.03090314
-12.05155553,-77.02894753
-12.07749812,-77.09173591
-12.02543786,-77.00021158
-12.05645641,-76.96935403
-11.86538876,-77.0757168
-12.07562957,-77.06430477
-12.08674374,-76.99122042
-12.09921921,-77.03723052
-11.94142015,-77.0581348
-12.05957248,-77.03123
-12.0608324,-77.03113699
-12.1538586,-76.97336987
-12.14879306,-76.98696273
-11.994586,-77.062602
-12.08804593,-77.03356198
-12.07621086,-77.08254948
-12.11123256,-76.99018016
-12.09921921,-77.03723052
-12.09921921,-77.03723052
-12.07621086,-77.08254948
-11.98907477,-77.07182076
-12.16402524,-76.96584455
-12.085994,-76.976615
-12.085994,-76.976615
-12.056911,-76.970774
-12.0964452,-77.0271177
-11.98907477,-77.07182076
-12.07562957,-77.06430477
-12.12561092,-77.00015352
-12.056911,-76.970774
-11.994586,-77.062602
-12.17292367,-77.00662174
-11.99312592,-77.05942306
-12.17292367,-77.00662174
-12.07822495,-77.09061218
-12.1111333,-76.99609949
-11.99566614,-77.07981674
-12.12883119,-76.99734065
-12.15557843,-76.97154717
-12.15557843,-76.97154717
-11.99566614,-77.07981674
-11.994586,-77.062602
-11.97628116,-77.08378912
-11.99158548,-77.06447619
-12.15448293,-76.97225022
-12.02759094,-77.00776233
-11.994586,-77.062602
-12.07256615,-77.03652298
-12.04763035,-77.03521397
-12.0447942,-77.04026923
-11.99016373,-77.0721161
-12.07267211,-77.03650702
-12.10164825,-77.03697324
-12.10164825,-77.03697324
-12.11910755,-76.97683791
-12.04601489,-77.06850166
-12.00671815,-77.00813234
-11.99016373,-77.0721161
-12.08648834,-76.99463069
-12.09707236,-77.03269522
-12.1097365,-77.01863168
-12.06300792,-76.97136367
-12.11910755,-76.97683791
-12.04358904,-77.07454635
-12.08737344,-76.9968275
-12.0777416,-77.05041611
-12.11516176,-77.0368866
-12.22051254,-76.9773764
-12.08950769,-77.0249245
-12.03494726,-76.95346574
-11.994586,-77.062602
-12.074423,-77.04692508
-12.0722937,-77.05730507
-12.0964452,-77.0271177
-12.22051254,-76.9773764
-12.09561302,-77.02713294
-12.09737941,-77.02879889
-12.09737941,-77.02879889
-12.08067373,-77.07411601
-12.08067373,-77.07411601
-12.11034503,-77.01861939
-12.11034503,-77.01861939
-12.09678197,-77.02599931
-12.09678197,-77.02599931
-12.056911,-76.970774
-12.0063132,-77.06207705
-12.09737941,-77.02879889
-12.12524202,-77.00001421
-12.0994097,-76.96956135
-12.0063132,-77.06207705
-12.09678197,-77.02599931
-12.11122282,-77.03743963
-12.09678197,-77.02599931
-12.09737941,-77.02879889
-12.09678197,-77.02599931
-12.09678197,-77.02599931
-12.09737941,-77.02879889
-12.09737941,-77.02879889
-12.04519706,-77.06852992
-12.04519706,-77.06852992
-11.96393877,-77.06694723
-12.11160271,-77.0185879
-12.07465003,-77.09827631
-12.07385581,-76.96222052
-12.006906,-77.058922
-12.1735092,-76.99261648
-12.07465003,-77.09827631
-12.1074709,-77.01632435
-12.09241757,-77.0338792
-12.09942689,-77.02582127
-12.07329845,-76.95993918
-12.07329845,-76.95993918
-12.1074709,-77.01632435
-12.09942689,-77.02582127
-12.09942689,-77.02582127
-12.10212389,-77.0163487
-12.10180509,-77.01842051
-12.09942689,-77.02582127
-12.09942689,-77.02582127
-12.05664801,-77.03798232
-12.07423361,-77.0985938
-12.12524202,-77.00001421
-12.09942689,-77.02582127
-12.09302183,-77.02445237
-12.09942689,-77.02582127
-12.09302183,-77.02445237
-12.11051077,-77.04150019
-12.11034503,-77.01861939
-12.12524202,-77.00001421
-12.11117029,-77.01860162
-12.09770639,-77.03662233
-12.11460801,-77.018536
-12.11117029,-77.01860162
-12.09161302,-77.02995616
-12.04521296,-77.06412563
-12.09370526,-77.02411486
-12.09770639,-77.03662233
-12.09611531,-77.02653022
-12.08707351,-77.01481772
-12.09942689,-77.02582127
-12.11330482,-77.0371819
-12.09302183,-77.02445237
-12.09302183,-77.02445237
-12.09942689,-77.02582127
-12.09254699,-77.02849024
-12.11401805,-77.03193412
-12.09302183,-77.02445237
-12.0946077,-77.02646603
-12.09302183,-77.02445237
-12.09942689,-77.02582127
-12.01992425,-76.99007484
-12.09302183,-77.02445237
-12.11375314,-76.99243029
-12.09576039,-77.05998528
-11.9477151,-77.05005197
-12.12726654,-77.00190392
-12.09942689,-77.02582127
-12.09254699,-77.02849024
-12.20438553,-76.93949374
-12.05156397,-77.03850129
-12.06871721,-77.04731594
-12.17332081,-77.01765062
-12.09942689,-77.02582127
-12.05337824,-76.97381571
-12.0862578,-76.90674306
-12.12925068,-76.98272316
-12.05024942,-77.02670866
-12.11346618,-76.99209342
-12.07485738,-77.06344837
-12.11241296,-77.02359047
-12.22051254,-76.9773764
-12.11757861,-77.04447668
-11.90770506,-77.03349218
-12.05128364,-77.03196771
-12.06127237,-77.07880625
-12.05934442,-77.03903972
-12.05833213,-77.03827882
-12.051076,-77.02532132
-12.04845666,-77.03149234
-12.12267181,-77.02991271
-12.10910826,-76.97275267
-12.05105231,-76.93929557
-12.06366139,-76.96584777
-12.09475741,-77.02917809
-12.09072086,-76.95159486
-12.07750262,-76.99967572
-12.11192439,-77.00601845
-12.14194055,-77.00156922
-12.14970587,-76.98688842
-12.09000914,-77.01878191
-12.02710664,-77.05785545
-12.05328894,-77.04208664
-12.08942156,-77.00403555
-12.11376834,-77.03568424
-12.11331856,-77.02035189
-12.085994,-76.976615
-12.05078025,-77.04107141
-11.9235845,-76.6805522
-12.05934442,-77.03903972
-12.09055849,-77.00404689
-12.05954247,-77.00696616
-12.13147031,-77.02978289
-12.06720956,-76.97924326
-11.93236299,-77.04519344
-12.11192439,-77.00601845
-11.95379059,-77.07369132
-12.17835353,-76.9938998
-12.02710664,-77.05785545
-11.95353619,-77.00529326
-12.03261639,-77.03549202
-12.02854856,-77.03131564
-11.97619953,-76.77171183
-12.02854856,-77.03131564
-12.06233628,-77.01657608
-11.93516232,-76.96995244
-12.27208631,-76.87619033
-12.29119707,-76.86580612
-12.07280464,-77.00489745
-12.085994,-76.976615
-12.12792595,-77.00104778
-12.18720356,-76.99449173
-12.09993178,-77.05744534
-11.98884179,-77.05639478
-12.08067373,-77.07411601
-12.14757061,-76.98720316
-12.10611668,-77.04758698
-12.08948584,-77.0752796
-12.07280464,-77.00489745
-12.06361658,-76.99722289
-12.13648347,-77.01788466
-12.08942156,-77.00403555
-12.08942156,-77.00403555
-12.11472083,-76.99126067
-12.07509217,-77.0535208
-12.11211239,-77.02992801
-12.06139198,-77.00225081
-12.08670091,-77.03442328
-12.15076583,-76.99380513
-11.99387475,-77.07371922
-12.09345295,-77.0580193
-12.05430217,-77.0415409
-12.08942156,-77.00403555
-12.10736156,-77.03944605
-12.11211239,-77.02992801
-12.11211239,-77.02992801
-12.09258941,-77.00373406
-12.08942156,-77.00403555
-12.05279419,-76.96755439
-12.1143337,-76.99151647
-12.08942156,-77.00403555
-12.07831243,-77.04230809
-12.08595825,-77.00688756
-12.06584153,-77.04812568
-12.09232521,-77.04525232
-12.07834278,-77.08532605
-12.12878374,-76.98513346
-12.06637555,-77.01759381
-12.07362477,-76.96066168
-12.08882748,-77.02338004
-12.10196646,-77.05628616
-12.07555184,-77.05302706
-12.05212755,-76.95788051
-12.17778765,-76.99659302
-12.085994,-76.976615
-12.08723397,-76.9430853
-12.06132371,-77.00799107
-12.06229844,-77.032188
-12.10086536,-76.97139042
-12.05051057,-77.04213738
-12.0633272,-76.96520888
-12.0633272,-76.96520888
-12.20906585,-76.97511917
-12.08496296,-76.99521499
-12.08729305,-77.01630354
-12.17409059,-76.99026453
-12.05920581,-77.02889197
-12.12170069,-77.03085315
-12.07039138,-76.96467407
-12.08954874,-77.01816256
-12.10748924,-77.01630762
-12.13162024,-77.02972748
-12.0882297,-77.0505239
-12.08163047,-77.01373208
-12.08578805,-77.02504304
-12.08324181,-77.02578378
-12.11930132,-77.03386145
-12.11930132,-77.03386145
-12.08391368,-77.07452517
-12.0054437,-77.00553859
-12.11893958,-77.01816567
-12.01942093,-77.07232828
-11.994586,-77.062602
-12.11375927,-77.03543674
-12.11206771,-77.01226449
-11.9812813,-77.05983362
-12.08952963,-77.02978038
-12.07245039,-76.99756033
-12.1135657,-77.03567224
-12.07312456,-77.01935556
-12.08874262,-77.00541324
-12.05394449,-77.00241903
-12.124881,-77.0181335
-12.08940893,-77.03906758
-12.08902857,-77.00564807
-11.97978041,-76.89219293
-12.08496296,-76.99521499
-12.06535295,-77.06024459
-12.09447514,-77.02544966
-12.08864988,-77.00416647
-12.085994,-76.976615
-12.11653797,-77.04497032
-12.06798348,-77.09734138
-12.05495942,-77.04233473
-12.08162672,-77.07054312
-12.07736328,-77.06298703
-12.06320697,-76.96523955
-12.15633234,-76.97258546
-12.02730984,-77.00578321
-12.15076583,-76.99380513
-12.0563357,-77.0273242
-12.085994,-76.976615
-12.006906,-77.058922
-12.11375927,-77.03543674
-12.11930132,-77.03386145
-12.21311351,-76.94368522
-12.19639618,-76.93463156
-11.97234396,-76.75734595
-12.1028141,-77.04671019
-12.06631419,-76.94324689
-12.21823673,-76.97688233
-12.11225143,-76.99195742
-12.124881,-77.0181335
-12.10603407,-77.01101271
-12.19112267,-76.98750402
-12.05848425,-76.96264732
-12.11016809,-76.97483847
-12.17479547,-77.01375359
-12.05271919,-77.035693
-12.12559996,-77.03385861
-12.12021325,-77.02886161
-12.08600846,-77.03240072
-12.07243764,-77.06884762
-12.06758799,-77.07783181
-12.09380799,-77.0251104
-12.17743022,-76.99702479
